項次,補助縣市,申請補(捐)助單位,核准日期,活動名稱,活動時間(起),活動時間(迄),活動地點,核准補助金額(千元),核准理由(預期效益),核准補助金額(元)
1420,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
1573,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
1726,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
1879,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
2032,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
2132,桃園市,桃園市觀音區伍宏老人會,2017/4/20,協助桃園市觀音區伍宏老人會辦理106年度春季文化研習暨節能減碳、老人福利、交通安全及節約用水宣導活動,2017/5/18,2017/5/20,台中發電廠,50,配合宣導電力發展營運，提升台電企業形象,50000
196,桃園市龍潭區,桃園市雲野協會,2017/4/20,106年度資源再生愛地球，粽情粽意慶端午送愛心暨節約用水用電、 節約能源、 節能減碳、 交通安全宣導活動,2017/5/13,2017/5/13,龍潭地母宮,20,藉由活動宣導開發電源節約用電正確觀念,20000
716,桃園市龍潭區,桃園市雲野協會,2017/4/20,106年度資源再生愛地球，粽情粽意慶端午送愛心暨節約用水用電、 節約能源、 節能減碳、 交通安全宣導活動,2017/5/13,2017/5/13,龍潭地母宮,20,藉由活動宣導開發電源節約用電正確觀念,20000
228,桃園市桃園區,桃園市大桃園國際傑人會,2017/4/20,2017有禮真好-展現你的形象力極宣導愛護地球節約能源之重要性及應有之知識,2017/4/29,2017/4/29,桃園市桃園區會稽國小,10,敦親睦鄰提升企業形象,10000
748,桃園市桃園區,桃園市大桃園國際傑人會,2017/4/20,2017有禮真好-展現你的形象力極宣導愛護地球節約能源之重要性及應有之知識,2017/4/29,2017/4/29,桃園市桃園區會稽國小,10,敦親睦鄰提升企業形象,10000
212,桃園市中壢區,台灣華夏文化教育藝術交流協會,2017/4/20,綠色電力暨節能減碳宣導活動,2017/5/5,2017/5/5,桃園市中壢區中正公園,20,配合宣導節約用電提升企業形象,20000
732,桃園市中壢區,台灣華夏文化教育藝術交流協會,2017/4/20,綠色電力暨節能減碳宣導活動,2017/5/5,2017/5/5,桃園市中壢區中正公園,20,配合宣導節約用電提升企業形象,20000
474,新北市,新北市體育總會,2017/4/20,協助新北市體育總會辦理新北市議長盃第七屆龍舟錦標賽,2017/5/29,2017/5/30,新北市板橋區,600,配合宣導電力發展營運，維護傳統習俗,600000
518,新北市,新北市林口區嘉瑞社區發展協會,2017/4/20,協助新北市林口區嘉瑞社區發展協會辦理106年度林口竹林山觀音寺巡迴媽(大南灣坪位-過爐)文化祭值年慶典暨節能減碳宣導活動,2017/4/23,2017/5/31,新北市林口區,400,配合宣導電力發展營運，維護傳統習俗,400000
1126,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1139,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
1279,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1292,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
1432,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1445,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
1585,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1598,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
1738,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1751,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
1891,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
1904,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
2044,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
2057,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
2144,新北市,第二核能發電廠,2017/4/20,協助第二核能發電廠辦理主動關懷周邊中小學弱勢學童深耕獎勵助學活動,2017/6/1,2017/6/30,新北市萬里區,70,配合宣導電力發展營運，提昇文教品質,70000
2157,新北市,新北市萬里區公所,2017/4/20,協助新北市萬里區公所辦理106年度新北市萬里區區民生活扶助,2017/1/1,######,新北市萬里區,21397,配合宣導電力發展營運，提升台電企業形象,21397000
378,新北市板橋區,臺灣武術協會,2017/4/20,2017年新北市世界武藝觀光文化節活動暨宣導電源開發計畫,2017/4/30,2017/4/30,新北市立板橋體育館,30,藉由活動宣導開發電源節約用電正確觀念,30000
898,新北市板橋區,臺灣武術協會,2017/4/20,2017年新北市世界武藝觀光文化節活動暨宣導電源開發計畫,2017/4/30,2017/4/30,新北市立板橋體育館,30,藉由活動宣導開發電源節約用電正確觀念,30000
379,宜蘭縣壯圍鄉,宜蘭縣蘭陽福利社區促進會,2017/4/20,社區媽媽關懷活動,2017/5/14,2017/5/14,壯圍鄉永鎮社區,10,藉由活動宣導開發電源節約用電正確觀念,10000
899,宜蘭縣壯圍鄉,宜蘭縣蘭陽福利社區促進會,2017/4/20,社區媽媽關懷活動,2017/5/14,2017/5/14,壯圍鄉永鎮社區,10,藉由活動宣導開發電源節約用電正確觀念,10000
274,雲林縣虎尾鎮,雲林縣比干媽祖宗教觀光文化協會,2017/4/20,雲林縣106年度比干媽祖文化活動,2017/4/19,2017/5/14,斗六長平里宗廟,50,配合宣導節約用電提升企業形象,50000
293,雲林縣虎尾鎮,雲林縣五術教育研究協會,2017/4/20,「粽香迎端午、文化滿鄉情」關懷弱勢親子活動暨台灣電力股份有限公司宣導,2017/5/27,2017/5/27,虎尾鎮埒內里辦公室廣場,10,配合宣導節約用電提升企業形象,10000
794,雲林縣虎尾鎮,雲林縣比干媽祖宗教觀光文化協會,2017/4/20,雲林縣106年度比干媽祖文化活動,2017/4/19,2017/5/14,斗六長平里宗廟,50,配合宣導節約用電提升企業形象,50000
813,雲林縣虎尾鎮,雲林縣五術教育研究協會,2017/4/20,「粽香迎端午、文化滿鄉情」關懷弱勢親子活動暨台灣電力股份有限公司宣導,2017/5/27,2017/5/27,虎尾鎮埒內里辦公室廣場,10,配合宣導節約用電提升企業形象,10000
243,雲林縣麥寮鄉,社團法人雲林縣盲人福利協進會,2017/4/20,舉辦「106年度視障者自立生活成長營暨節能減碳宣導」活動,2017/4/24,2017/4/26,社團法人台灣盲人福利協進會全國總會,30,提升公司熱心公益形象,30000
763,雲林縣麥寮鄉,社團法人雲林縣盲人福利協進會,2017/4/20,舉辦「106年度視障者自立生活成長營暨節能減碳宣導」活動,2017/4/24,2017/4/26,社團法人台灣盲人福利協進會全國總會,30,提升公司熱心公益形象,30000
160,高雄市茄萣區,高雄市茄萣德博慈愛會,2017/4/21,辦理106年會員慈善訪視聯誼暨節能減碳宣導活動,2017/5/28,2017/5/28,財團法人屏東縣私立基督教伯大尼之家,20,敦親睦鄰提升企業形象,20000
173,高雄市茄萣區,高雄市茄萣區萬福社區發展協會,2017/4/21,辦理106年社區環境觀摩暨節約能源宣導活動,2017/7/16,2017/7/18,花蓮,40,敦親睦鄰提升企業形象,40000
680,高雄市茄萣區,高雄市茄萣德博慈愛會,2017/4/21,辦理106年會員慈善訪視聯誼暨節能減碳宣導活動,2017/5/28,2017/5/28,財團法人屏東縣私立基督教伯大尼之家,20,敦親睦鄰提升企業形象,20000
693,高雄市茄萣區,高雄市茄萣區萬福社區發展協會,2017/4/21,辦理106年社區環境觀摩暨節約能源宣導活動,2017/7/16,2017/7/18,花蓮,40,敦親睦鄰提升企業形象,40000
507,苗栗縣,苗栗縣鎮安神農文化協會,2017/4/21,協助苗栗縣鎮安神農文化協會辦理106年度神農大帝誕辰慶典暨民俗文化活動,2017/5/20,2017/5/21,苗栗縣苑裡鎮,30,配合宣導電力發展營運，維護傳統習俗,30000
1041,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1103,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1104,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1194,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1256,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1257,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1347,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1409,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1410,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1500,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1562,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1563,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1653,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1715,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1716,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1806,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
1868,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
1869,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1959,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
2021,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
2022,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
2112,苗栗縣,苗栗縣苑裡采蝶舞蹈學會,2017/4/21,協助苗栗縣苑裡采蝶舞蹈學會辦理106年度『我愛家園節能環保宣導溫馨之夜』活動,2017/5/11,2017/5/11,苗栗縣苑裡鎮,10,配合宣導電力發展營運，提昇文教品質,10000
2121,苗栗縣,苗栗縣通霄鎮土風舞協會,2017/4/21,協助苗栗縣通霄鎮土風舞協會辦理106年度創意時尚彩妝DIY暨節能減碳宣導活動,2017/4/29,2017/4/29,苗栗縣通霄鎮,20,配合宣導電力發展營運，提昇文教品質,20000
2122,苗栗縣,苗栗縣太極技藝推廣協會,2017/4/21,協助苗栗縣太極技藝推廣協會辦理42式劍套路教學活動,2017/4/27,2017/6/10,苗栗縣通霄鎮,30,配合宣導電力發展營運，提昇文教品質,30000
1105,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1258,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1411,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1564,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1717,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1870,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
2023,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
2123,南投縣,明潭發電廠,2017/4/21,協助明潭發電廠辦理「扎根教育計畫」106年水里鄉水里國小健行活動,2017/5/2,2018/2/20,南投縣水里鄉,75,配合宣導電力發展營運，提昇文教品質,75000
1130,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
1283,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
1436,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
1589,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
1742,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
1895,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
2048,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
2148,屏東縣,屏東縣滿州鄉公所,2017/4/21,協助屏東縣滿州鄉公所辦理屏東縣滿州鄉106年度四校聯合暨原住民綜合運動會計畫,2017/4/25,2017/4/28,屏東縣滿州鄉,100,配合宣導電力發展營運，提昇文教品質,100000
266,屏東縣東港鎮,屏東縣東港鎮嘉樂茶藝協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/6,2017/5/6,屏東縣東港鎮嘉蓮里40號之2,20,配合宣導節約用電提升企業形象,20000
299,屏東縣東港鎮,屏東縣東港鎮太極拳推廣協會,2017/4/21,關懷弱勢族群健康講座暨節能減碳宣導,2017/5/21,2017/5/21,屏東縣東港鎮光復路一段399號,20,配合宣導節約用電提升企業形象,20000
321,屏東縣東港鎮,屏東縣慈凰堂慈善會,2017/4/21,包粽子文化研習暨節能減碳宣導活動,2017/5/21,2017/5/21,東港鎮船頭路82號,20,配合宣導節約用電提升企業形象,20000
786,屏東縣東港鎮,屏東縣東港鎮嘉樂茶藝協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/6,2017/5/6,屏東縣東港鎮嘉蓮里40號之2,20,配合宣導節約用電提升企業形象,20000
819,屏東縣東港鎮,屏東縣東港鎮太極拳推廣協會,2017/4/21,關懷弱勢族群健康講座暨節能減碳宣導,2017/5/21,2017/5/21,屏東縣東港鎮光復路一段399號,20,配合宣導節約用電提升企業形象,20000
841,屏東縣東港鎮,屏東縣慈凰堂慈善會,2017/4/21,包粽子文化研習暨節能減碳宣導活動,2017/5/21,2017/5/21,東港鎮船頭路82號,20,配合宣導節約用電提升企業形象,20000
244,屏東縣枋寮鄉,屏東縣枋寮鄉新開社區發展協會,2017/4/21,慶祝母親節暨節能減碳宣導活動,2017/5/13,2017/5/13,屏東縣枋寮鄉新開社區,20,加強地方關係、促進電源開發及節約用電,20000
764,屏東縣枋寮鄉,屏東縣枋寮鄉新開社區發展協會,2017/4/21,慶祝母親節暨節能減碳宣導活動,2017/5/13,2017/5/13,屏東縣枋寮鄉新開社區,20,加強地方關係、促進電源開發及節約用電,20000
333,屏東縣佳冬鄉,屏東縣佳冬鄉六根發展協會,2017/4/21,維護衛生健康講習暨節能減碳宣導,2017/5/26,2017/5/26,佳冬鄉六根村活動中心,20,加強地方關係、促進電源開發及節約用電,20000
853,屏東縣佳冬鄉,屏東縣佳冬鄉六根發展協會,2017/4/21,維護衛生健康講習暨節能減碳宣導,2017/5/26,2017/5/26,佳冬鄉六根村活動中心,20,加強地方關係、促進電源開發及節約用電,20000
277,屏東縣崁頂鄉,屏東縣崁頂鄉向日葵新知協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/16,2017/5/16,圍內社區關懷據點教室,20,提升公司熱心公益形象,20000
797,屏東縣崁頂鄉,屏東縣崁頂鄉向日葵新知協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/16,2017/5/16,圍內社區關懷據點教室,20,提升公司熱心公益形象,20000
310,屏東縣林邊鄉,屏東縣河洛文化民俗才藝協會,2017/4/21,親子黏土製作及草結編織暨節能減碳宣導講座,2017/5/21,2017/5/21,林邊鄉羽球館一樓,20,配合宣導節約用電提升企業形象,20000
830,屏東縣林邊鄉,屏東縣河洛文化民俗才藝協會,2017/4/21,親子黏土製作及草結編織暨節能減碳宣導講座,2017/5/21,2017/5/21,林邊鄉羽球館一樓,20,配合宣導節約用電提升企業形象,20000
344,屏東縣屏東市,屏東縣屏東市玉成社區發展協會,2017/4/21,慶祝端午節暨宣導節能減碳幫助弱勢團體,2017/5/21,2017/5/21,社區活動中心,30,配合宣導節約用電提升企業形象,30000
864,屏東縣屏東市,屏東縣屏東市玉成社區發展協會,2017/4/21,慶祝端午節暨宣導節能減碳幫助弱勢團體,2017/5/21,2017/5/21,社區活動中心,30,配合宣導節約用電提升企業形象,30000
255,屏東縣新園鄉,屏東縣新園鄉晨間太極拳協會,2017/4/21,稅務講習暨節能減碳宣導活動,2017/5/12,2017/5/12,屏東縣新園鄉興安路141-6號,20,配合宣導節約用電提升企業形象,20000
288,屏東縣新園鄉,屏東縣新園鄉香功運動協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/8,2017/5/7,新園鄉共和村義仁路7號,20,提升公司熱心公益形象,20000
775,屏東縣新園鄉,屏東縣新園鄉晨間太極拳協會,2017/4/21,稅務講習暨節能減碳宣導活動,2017/5/12,2017/5/12,屏東縣新園鄉興安路141-6號,20,配合宣導節約用電提升企業形象,20000
808,屏東縣新園鄉,屏東縣新園鄉香功運動協會,2017/4/21,健康講座暨節能減碳宣導活動,2017/5/8,2017/5/7,新園鄉共和村義仁路7號,20,提升公司熱心公益形象,20000
431,臺北市南港區,電力修護處,2017/4/21,玉成國小105學年度運動會,2017/4/29,2017/4/29,台北市南港區向陽路31號,4,敦親睦鄰提升企業形象,4000
951,臺北市南港區,電力修護處,2017/4/21,玉成國小105學年度運動會,2017/4/29,2017/4/29,台北市南港區向陽路31號,4,敦親睦鄰提升企業形象,4000
194,臺南市北區,台南市北區成德社區發展協會,2017/4/21,歡慶母親節感恩暨支持節能減碳宣導,2017/5/6,2017/5/6,台南市西門路4段258號,20,藉由活動宣導開發電源節約用電正確觀念,20000
714,臺南市北區,台南市北區成德社區發展協會,2017/4/21,歡慶母親節感恩暨支持節能減碳宣導,2017/5/6,2017/5/6,台南市西門路4段258號,20,藉由活動宣導開發電源節約用電正確觀念,20000
128,臺南市東區,台南市東區裕聖社區發展協會,2017/4/21,106年粽葉飄香慶端午健康講座宣導暨低碳能源政策,2017/5/21,2017/5/21,裕聖里活動中心,10,藉由活動宣導開發電源節約用電正確觀念,10000
648,臺南市東區,台南市東區裕聖社區發展協會,2017/4/21,106年粽葉飄香慶端午健康講座宣導暨低碳能源政策,2017/5/21,2017/5/21,裕聖里活動中心,10,藉由活動宣導開發電源節約用電正確觀念,10000
125,臺南市東山區,台南市長青歌藝研究協會,2017/4/21,106年度節能減碳宣導活動,2017/5/25,2017/5/25,新營區第五號公園戶外音樂廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
645,臺南市東山區,台南市長青歌藝研究協會,2017/4/21,106年度節能減碳宣導活動,2017/5/25,2017/5/25,新營區第五號公園戶外音樂廣場,20,藉由活動宣導開發電源節約用電正確觀念,20000
180,臺南市將軍區,台南市將軍區巷口社區發展協會,2017/4/21,106年度婦女防搶防詐騙暨支持電源開發宣導講座,2017/5/6,2017/5/6,將軍區巷口里活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
700,臺南市將軍區,台南市將軍區巷口社區發展協會,2017/4/21,106年度婦女防搶防詐騙暨支持電源開發宣導講座,2017/5/6,2017/5/6,將軍區巷口里活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
140,臺南市南區,台南市南區南華社區發展協會,2017/4/21,南華慶端午溫馨粽葉飄香,2017/5/21,2017/5/21,南華里活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
660,臺南市南區,台南市南區南華社區發展協會,2017/4/21,南華慶端午溫馨粽葉飄香,2017/5/21,2017/5/21,南華里活動中心,20,藉由活動宣導開發電源節約用電正確觀念,20000
